
,providerId,locationId,organisationType,type,name,region,postalCode,onspdLatitude,onspdLongitude,rating_overall,reportDate,rating_caring,rating_effective,rating_responsive,rating_safe,rating_wellled,URL,Location_type,Location_subtype,Report_URL,Corpus_duplication_check
691,1-1491948398,1-1644159477,Location,Independent Healthcare Org,Harmonic Medical Sonography,North West,M14 7LU,53.447128,-2.245304,Good,5/15/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-1644159477,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3531.pdf,included
696,1-1488601653,1-1675529321,Location,Independent Healthcare Org,The Royal Buckinghamshire Hospital,South East,HP19 9AB,51.820722,-0.815918,Requires improvement,11/12/2018,Outstanding,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-1675529321,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH8373.pdf,included
700,1-124699983,1-168579956,Location,Independent Healthcare Org,Cygnet Hospital Bury,North West,BL8 2BS,53.587136,-2.316737,Good,6/12/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-168579956,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4056.pdf,included
704,1-119237494,1-169587897,Location,Independent Healthcare Org,Cygnet Manor,East Midlands,NG20 8BA,53.201757,-1.218176,Good,1/31/2019,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-169587897,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0310.pdf,included
706,1-1637935689,1-1707615290,Location,Independent Healthcare Org,B. Braun Medical Limited,Yorkshire & Humberside,S35 2PW,53.477554,-1.470545,Good,10/11/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-1707615290,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7094.pdf,included
707,1-102643442,1-1722980264,Location,Independent Healthcare Org,Priory Wellbeing Centre - Fenchurch Street,London,EC3M 6BB,51.511657,-0.082975,Good,9/1/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-1722980264,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF7534.pdf,included
710,1-126141122,1-1740907236,Location,Independent Healthcare Org,Great Bridge Kidney Treatment Centre,West Midlands,DY4 7BU,52.532864,-2.028393,Requires improvement,8/19/2019,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-1740907236,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3656.pdf,included
711,1-126141122,1-1741018822,Location,Independent Healthcare Org,Kings Norton Kidney Treatment Centre,West Midlands,B38 9PN,52.407097,-1.922672,Requires improvement,3/20/2019,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-1741018822,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1152.pdf,included
717,1-139955883,1-175727679,Location,Independent Healthcare Org,Manchester Surgical Services,North West,M41 5SL,53.45406,-2.370681,Good,7/19/2017,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-175727679,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG4355.pdf,included
718,1-102643346,1-1759782261,Location,Independent Healthcare Org,Burton Park,East Midlands,LE13 0RD,52.756679,-0.886929,Requires improvement,1/24/2019,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-1759782261,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9001.pdf,included
723,1-101727990,1-1782458144,Location,Independent Healthcare Org,St Catherines' Health Centre,North West,CH42 0LQ,53.380029,-3.026531,Good,1/23/2020,Good,Outstanding,Good,Good,Good,http://www.cqc.org.uk/location/1-1782458144,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6708.pdf,included
732,1-139967897,1-182873241,Location,Independent Healthcare Org,Tyneside Surgical Services,North East,NE9 6SX,54.93938,-1.580781,Good,12/11/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-182873241,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG8667.pdf,included
734,1-1785090789,1-1830121843,Location,Independent Healthcare Org,Bella Vou Ltd,South East,TN2 5TE,51.125776,0.257905,Outstanding,10/16/2019,Outstanding,Good,Outstanding,Good,Outstanding,http://www.cqc.org.uk/location/1-1830121843,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5580.pdf,included
740,1-116865881,1-185278360,Location,Independent Healthcare Org,Cygnet Raglan House,West Midlands,B66 3ND,52.489421,-1.956098,Good,3/26/2018,Good,Good,Good,Good,Outstanding,http://www.cqc.org.uk/location/1-185278360,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9304.pdf,included
741,1-136127850,1-186717868,Location,Independent Healthcare Org,Cygnet Hospital Clifton,East Midlands,NG11 8NB,52.907455,-1.185727,Requires improvement,10/19/2018,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-186717868,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6540.pdf,included
743,1-101644804,1-187191119,Location,Independent Healthcare Org,Cygnet Woodside,Yorkshire & Humberside,BD6 3DQ,53.77084,-1.801468,Good,7/24/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-187191119,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3121.pdf,included
746,1-1783324733,1-1881462420,Location,Independent Healthcare Org,CESP (Somerset) LLP @ Musgrove Park Hospital,South West,TA1 5DA,51.011569,-3.121702,Requires improvement,12/29/2017,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-1881462420,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9661.pdf,included
749,1-1839367132,1-1890528285,Location,Independent Healthcare Org,The Holly Private Hospital,East,IG9 5HX,51.624512,0.032013,Good,5/25/2017,Good,Good,Good,Good,Outstanding,http://www.cqc.org.uk/location/1-1890528285,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG4710.pdf,included
750,1-1839367132,1-1890546867,Location,Independent Healthcare Org,Highgate Hospital,London,N6 4DJ,51.577167,-0.155888,Good,5/31/2017,Good,Good,Good,Good,Outstanding,http://www.cqc.org.uk/location/1-1890546867,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG0225.pdf,included
751,1-1839367132,1-1890547068,Location,Independent Healthcare Org,Parkside Hospital,London,SW19 5NX,51.435762,-0.223584,Good,8/16/2016,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-1890547068,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF5042.pdf,included
753,1-1839367132,1-1890547322,Location,Independent Healthcare Org,Claremont Hospital,Yorkshire & Humberside,S10 5UB,53.375454,-1.536039,Outstanding,8/8/2017,Outstanding,Good,Good,Good,Outstanding,http://www.cqc.org.uk/location/1-1890547322,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG7084.pdf,included
754,1-420617897,1-1901495945,Location,Independent Healthcare Org,Essex Vision at Westland Medical Centre,London,RM11 3SD,51.563496,0.223136,Good,5/18/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-1901495945,Independent Healthcare Org,Acute Services - Non Hospital,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2998.pdf,included
756,1-101728376,1-192633916,Location,Independent Healthcare Org,South Manchester Private Clinic,North West,SK7 6HE,53.370258,-2.124689,Good,10/24/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-192633916,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6892.pdf,included
757,1-101728376,1-192633932,Location,Independent Healthcare Org,National Unplanned Pregnancy Advisory Service Stoke,West Midlands,ST5 1JZ,53.012807,-2.217509,Good,10/24/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-192633932,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5890.pdf,included
762,1-116865881,1-1942493938,Location,Independent Healthcare Org,Cygnet Heathers,West Midlands,B70 0HD,52.522886,-2.028446,Good,3/13/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-1942493938,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1656.pdf,included
768,1-163652765,1-197177428,Location,Independent Healthcare Org,Cancer Centre London LLP,London,SW19 5NB,51.429844,-0.223512,Good,12/30/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-197177428,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4074.pdf,included
769,1-116992830,1-1978824508,Location,Independent Healthcare Org,BPAS - Nottingham West,East Midlands,NG9 8DA,52.931099,-1.273642,Good,11/6/2019,Good,Good,Requires improvement,Good,Good,http://www.cqc.org.uk/location/1-1978824508,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5568.pdf,included
772,1-102643425,1-1993210561,Location,Independent Healthcare Org,Cygnet Hospital Taunton,South West,TA3 7BQ,50.989103,-3.077595,Good,12/17/2019,Good,Requires improvement,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-1993210561,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6877.pdf,included
776,1-136127850,1-2003449876,Location,Independent Healthcare Org,Cygnet Alders Clinic,South West,GL1 5UA,51.842021,-2.254504,Good,3/21/2019,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2003449876,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7603.pdf,included
778,1-136127850,1-2006236460,Location,Independent Healthcare Org,Cygnet Acer Clinic,East Midlands,S43 3DN,53.274767,-1.321218,Requires improvement,1/17/2020,Requires improvement,Requires improvement,Good,Inadequate,Requires improvement,http://www.cqc.org.uk/location/1-2006236460,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6830.pdf,included
779,1-101725155,1-200798927,Location,Independent Healthcare Org,Optegra Yorkshire Eye Hospital,Yorkshire & Humberside,BD10 0RD,53.832393,-1.710376,Good,4/3/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-200798927,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9758.pdf,included
781,1-101727743,1-2008736163,Location,Independent Healthcare Org,Monet Lodge,North West,M20 1JG,53.428648,-2.241527,Good,12/4/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2008736163,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7525.pdf,included
785,1-1907849980,1-2010194138,Location,Independent Healthcare Org,The Medical Eye Clinic,South West,EX2 8NL,50.696795,-3.517511,Requires improvement,3/29/2018,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-2010194138,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH0139.pdf,included
787,1-102643346,1-2012194623,Location,Independent Healthcare Org,Mildmay Oaks,South East,RG27 8BS,51.292059,-0.912545,Good,11/26/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2012194623,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7488.pdf,included
795,1-101725155,1-201561085,Location,Independent Healthcare Org,Optegra Manchester Eye Hospital,North West,M20 2EU,53.430205,-2.248398,Requires improvement,11/23/2017,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-201561085,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG7835.pdf,included
803,1-158804030,1-2046407956,Location,Independent Healthcare Org,ACES (Cromwell Road),East,PE14 0SN,52.647376,0.139201,Good,12/12/2017,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2046407956,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9822.pdf,included
810,1-116865881,1-207202943,Location,Independent Healthcare Org,Cygnet Churchill,London,SE1 7PW,51.497206,-0.109586,Good,7/14/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-207202943,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG5318.pdf,included
811,1-154863181,1-207238009,Location,Independent Healthcare Org,Face & Eye,North West,M22 4BT,53.405584,-2.266591,Good,12/27/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-207238009,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG8734.pdf,included
813,1-101727726,1-207542102,Location,Independent Healthcare Org,DHI International UK Limited,London,W1G 9TH,51.519107,-0.149312,Good,2/18/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-207542102,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7148.pdf,included
815,1-2021432317,1-2079393249,Location,Independent Healthcare Org,BMI Three Shires Hospital,East Midlands,NN1 5DR,52.236143,-0.874323,Good,9/24/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2079393249,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3686.pdf,included
816,1-2004782848,1-2090938245,Location,Independent Healthcare Org,Acuitus Medical Ltd,East,WD24 7NE,51.678634,-0.384953,Inadequate,8/20/2019,Good,Requires improvement,Good,Inadequate,Inadequate,http://www.cqc.org.uk/location/1-2090938245,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4070.pdf,included
818,1-102643346,1-2102297203,Location,Independent Healthcare Org,Woodland View,West Midlands,CV7 7HZ,52.437354,-1.618784,Good,12/7/2018,Good,Good,Outstanding,Good,Good,http://www.cqc.org.uk/location/1-2102297203,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH8980.pdf,included
821,1-101728244,1-2115222657,Location,Independent Healthcare Org,"The McIndoe Centre, part of Horder Healthcare",South East,RH19 3EB,51.134021,-0.002417,Good,3/31/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2115222657,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG0153.pdf,included
823,1-102642564,1-213131858,Location,Independent Healthcare Org,Douglass House Project (DHP),London,SE4 2RW,51.464158,-0.037287,Good,9/8/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-213131858,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF7281.pdf,included
825,1-116865897,1-2137188897,Location,Independent Healthcare Org,Nelson House,South East,PO13 0EW,50.812774,-1.159305,Good,9/24/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2137188897,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6727.pdf,included
831,1-102643346,1-2158452259,Location,Independent Healthcare Org,Ellingham Hospital,East,NR17 1AE,52.525484,0.993455,Inadequate,10/31/2019,Inadequate,Good,Good,Inadequate,Inadequate,http://www.cqc.org.uk/location/1-2158452259,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6601.pdf,included
832,1-102643346,1-2158473710,Location,Independent Healthcare Org,Kent House Hospital,London,BR5 4EP,51.388543,0.124784,Good,10/2/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2158473710,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4811.pdf,included
835,1-101725155,1-216576585,Location,Independent Healthcare Org,Optegra Solent Eye Hospital,South East,PO15 7AD,50.876529,-1.247179,Requires improvement,2/5/2018,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-216576585,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9987.pdf,included
836,1-197770593,1-217058056,Location,Independent Healthcare Org,Jeesal Cawston Park,East,NR10 4JD,52.775561,1.205774,Inadequate,9/16/2019,Requires improvement,Requires improvement,Inadequate,Requires improvement,Inadequate,http://www.cqc.org.uk/location/1-217058056,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7782.pdf,included
846,1-116865921,1-221399033,Location,Independent Healthcare Org,St Mary's NHS Treatment Centre,South East,PO3 6DW,50.800164,-1.062413,Good,2/9/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-221399033,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF0855.pdf,included
847,1-162247192,1-221409729,Location,Independent Healthcare Org,Sturdee Community Hospital,East Midlands,LE2 9FS,52.589589,-1.149446,Good,1/20/2020,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-221409729,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6879.pdf,included
848,1-2054284066,1-2214110571,Location,Independent Healthcare Org,Edith Shaw Hospital,West Midlands,ST13 5PE,53.102651,-2.028113,Good,10/12/2018,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-2214110571,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6696.pdf,included
849,1-2054284066,1-2214110620,Location,Independent Healthcare Org,John Munroe Hospital - Rudyard,West Midlands,ST13 8RU,53.124845,-2.084973,Good,1/30/2020,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2214110620,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ8656.pdf,included
855,1-124699983,1-222659082,Location,Independent Healthcare Org,Cygnet Hospital Sheffield,Yorkshire & Humberside,S2 3PX,53.368302,-1.45971,Requires improvement,11/17/2017,Requires improvement,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-222659082,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4494.pdf,included
861,1-2162030122,1-2239318205,Location,Independent Healthcare Org,Panacea,South East,BN11 1TT,50.811274,-0.374137,Good,1/16/2020,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2239318205,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7147.pdf,included
863,1-102643346,1-2244014154,Location,Independent Healthcare Org,Lakeside View,West Midlands,WV13 3AG,52.592487,-2.068481,Good,11/13/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2244014154,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7406.pdf,included
865,1-116865921,1-2251815469,Location,Independent Healthcare Org,Emersons Green NHS Treatment Centre,South West,BS16 7FH,51.503281,-2.484409,Good,7/22/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2251815469,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF3656.pdf,included
866,1-116865921,1-2251883709,Location,Independent Healthcare Org,Devizes NHS Treatment Centre,South West,SN10 3UF,51.341101,-1.980871,Good,2/9/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2251883709,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF7943.pdf,included
867,1-116865921,1-2254088615,Location,Independent Healthcare Org,Southampton NHS Treatment Centre,South East,SO14 0YG,50.912389,-1.397076,Outstanding,1/16/2019,Outstanding,Good,Good,Good,Outstanding,http://www.cqc.org.uk/location/1-2254088615,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH8308.pdf,included
872,1-2167914592,1-2255830293,Location,Independent Healthcare Org,Southend University Hospital NHS Foundation Trust,East,SS0 0RY,51.553838,0.688617,Good,1/1/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2255830293,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0293.pdf,included
873,1-119237494,1-2259383961,Location,Independent Healthcare Org,Cygnet Views,East Midlands,DE4 3JP,53.143711,-1.552144,Good,10/24/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2259383961,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7294.pdf,included
874,1-102643442,1-2261901560,Location,Independent Healthcare Org,Priory Wellbeing Centre - Birmingham,West Midlands,B3 2HB,52.482758,-1.90013,Good,9/4/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2261901560,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1922.pdf,included
876,1-221939007,1-226279926,Location,Independent Healthcare Org,The CyberKnife Centre London,London,W1G 8PP,51.519999,-0.147719,Outstanding,4/27/2017,Good,Outstanding,Good,Good,Outstanding,http://www.cqc.org.uk/location/1-226279926,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF9879.pdf,included
881,1-101634337,1-227322243,Location,Independent Healthcare Org,Ballington House,West Midlands,ST13 5LW,53.103021,-2.021736,Outstanding,3/27/2018,Outstanding,Good,Outstanding,Good,Good,http://www.cqc.org.uk/location/1-227322243,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1974.pdf,included
885,1-101728034,1-2286900385,Location,Independent Healthcare Org,"Genesis Care, Maidstone",South East,ME19 4UA,51.276457,0.394334,Outstanding,7/17/2019,Outstanding,Good,Outstanding,Outstanding,Outstanding,http://www.cqc.org.uk/location/1-2286900385,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3021.pdf,included
886,1-116865881,1-2286923346,Location,Independent Healthcare Org,Cygnet Aspen House,Yorkshire & Humberside,S64 9EX,53.49889,-1.305072,Good,7/20/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2286923346,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4287.pdf,included
887,1-322264266,1-2288785450,Location,Independent Healthcare Org,NHS North Derbyshire Community Ophthalmology Service,East Midlands,S43 4XE,53.281526,-1.282219,Good,11/16/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2288785450,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9138.pdf,included
891,1-102643346,1-2295377785,Location,Independent Healthcare Org,Mill Garth,Yorkshire & Humberside,LS6 4RA,53.828662,-1.569826,Good,9/5/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2295377785,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG3532.pdf,included
892,1-200065171,1-230086551,Location,Independent Healthcare Org,Ellern Mede Ridgeway,London,NW7 4HX,51.624285,-0.236894,Good,8/10/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-230086551,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG4300.pdf,included
893,1-138053431,1-230121495,Location,Independent Healthcare Org,BOC Healthcare Headquarters,South East,GU22 7XY,51.317752,-0.555834,Good,7/17/2019,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-230121495,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5040.pdf,included
897,1-2151037387,1-2311760426,Location,Independent Healthcare Org,Mildmay Mission Hospital,London,E2 7DZ,51.527526,-0.076068,Outstanding,7/31/2017,Outstanding,Good,Outstanding,Good,Good,http://www.cqc.org.uk/location/1-2311760426,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG4626.pdf,included
900,1-216234545,1-233070238,Location,Independent Healthcare Org,Beckenham Beacon,London,BR3 3QL,51.405232,-0.033209,Good,7/12/2017,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-233070238,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG0235.pdf,included
901,1-101612394,1-2333497353,Location,Independent Healthcare Org,Kirkwood Road,London,SE15 3XU,51.468226,-0.059671,Good,12/19/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2333497353,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF9988.pdf,included
903,1-102643390,1-2335095984,Location,Independent Healthcare Org,Mapperley Park Clinic,East Midlands,NG5 2DL,52.975063,-1.151028,Good,12/20/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2335095984,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6679.pdf,included
905,1-102643363,1-233736027,Location,Independent Healthcare Org,St Andrew's Healthcare - Nottinghamshire,East Midlands,NG18 4GW,53.125014,-1.150946,Requires improvement,8/15/2019,Good,Requires improvement,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-233736027,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4396.pdf,included
907,1-2184117148,1-2344369311,Location,Independent Healthcare Org,The Lanes,London,CR8 3EF,51.339451,-0.118168,Requires improvement,3/7/2017,Good,Requires improvement,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-2344369311,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG1224.pdf,included
